2025-05-25 18:31:32,717 - INFO - Device updated to cpu
2025-05-25 18:31:32,880 - INFO - YOLO model loaded successfully
2025-05-25 18:31:32,881 - INFO - CNN model disabled until architecture is provided
2025-05-25 18:31:51,941 - INFO - Selected video: C:/Users/Lev/Desktop/covsh/test/videos/7.mp4
2025-05-25 18:32:11,515 - INFO - Video split into frames in data/frames
2025-05-25 18:32:23,851 - INFO - Processed frame frame_0097.jpg: bucket, conf: 0.89
2025-05-25 18:32:24,389 - INFO - Processed frame frame_0102.jpg: bucket, conf: 0.66
2025-05-25 18:32:24,496 - INFO - Processed frame frame_0103.jpg: bucket, conf: 0.76
2025-05-25 18:32:24,825 - INFO - Processed frame frame_0106.jpg: bucket, conf: 0.83
2025-05-25 18:32:24,934 - INFO - Processed frame frame_0107.jpg: bucket, conf: 0.87
2025-05-25 18:32:25,045 - INFO - Processed frame frame_0108.jpg: bucket, conf: 0.85
2025-05-25 18:32:25,145 - INFO - Processed frame frame_0109.jpg: bucket, conf: 0.87
2025-05-25 18:32:25,246 - INFO - Processed frame frame_0110.jpg: bucket, conf: 0.89
2025-05-25 18:32:25,357 - INFO - Processed frame frame_0111.jpg: bucket, conf: 0.87
2025-05-25 18:32:25,467 - INFO - Processed frame frame_0112.jpg: bucket, conf: 0.84
2025-05-25 18:32:25,575 - INFO - Processed frame frame_0113.jpg: bucket, conf: 0.88
2025-05-25 18:32:25,682 - INFO - Processed frame frame_0114.jpg: bucket, conf: 0.88
2025-05-25 18:32:25,793 - INFO - Processed frame frame_0115.jpg: bucket, conf: 0.87
2025-05-25 18:32:25,899 - INFO - Processed frame frame_0116.jpg: bucket, conf: 0.83
2025-05-25 18:32:26,553 - INFO - Processed frame frame_0122.jpg: bucket, conf: 0.61
2025-05-25 18:32:26,997 - INFO - Processed frame frame_0126.jpg: bucket, conf: 0.84
2025-05-25 18:32:27,110 - INFO - Processed frame frame_0127.jpg: bucket, conf: 0.82
2025-05-25 18:32:27,669 - INFO - Processed frame frame_0132.jpg: bucket, conf: 0.78
2025-05-25 18:32:27,779 - INFO - Processed frame frame_0133.jpg: bucket, conf: 0.53
2025-05-25 18:32:28,108 - INFO - Processed frame frame_0136.jpg: bucket, conf: 0.88
2025-05-25 18:32:28,214 - INFO - Processed frame frame_0137.jpg: bucket, conf: 0.88
2025-05-25 18:32:28,320 - INFO - Processed frame frame_0138.jpg: bucket, conf: 0.72
2025-05-25 18:32:29,077 - INFO - Processed frame frame_0145.jpg: bucket, conf: 0.51
2025-05-25 18:32:29,493 - INFO - Processed frame frame_0149.jpg: bucket, conf: 0.87
2025-05-25 18:32:30,039 - INFO - Processed frame frame_0154.jpg: bucket, conf: 0.79
2025-05-25 18:32:30,255 - INFO - Processed frame frame_0156.jpg: bucket, conf: 0.54
2025-05-25 18:32:30,362 - INFO - Processed frame frame_0157.jpg: bucket, conf: 0.74
2025-05-25 18:32:30,468 - INFO - Processed frame frame_0158.jpg: bucket, conf: 0.85
2025-05-25 18:32:30,577 - INFO - Processed frame frame_0159.jpg: bucket, conf: 0.53
2025-05-25 18:32:30,794 - INFO - Processed frame frame_0161.jpg: bucket, conf: 0.58
2025-05-25 18:32:31,010 - INFO - Processed frame frame_0163.jpg: bucket, conf: 0.50
2025-05-25 18:32:32,314 - INFO - Processed frame frame_0175.jpg: bucket, conf: 0.76
2025-05-25 18:32:32,422 - INFO - Processed frame frame_0176.jpg: bucket, conf: 0.79
2025-05-25 18:32:32,853 - INFO - Processed frame frame_0180.jpg: bucket, conf: 0.68
2025-05-25 18:32:32,961 - INFO - Processed frame frame_0181.jpg: bucket, conf: 0.72
2025-05-25 18:32:33,072 - INFO - Processed frame frame_0182.jpg: bucket, conf: 0.80
2025-05-25 18:32:33,180 - INFO - Processed frame frame_0183.jpg: bucket, conf: 0.79
2025-05-25 18:32:33,611 - INFO - Processed frame frame_0187.jpg: bucket, conf: 0.61
2025-05-25 18:32:34,045 - INFO - Processed frame frame_0191.jpg: bucket, conf: 0.56
2025-05-25 18:32:34,268 - INFO - Processed frame frame_0193.jpg: bucket, conf: 0.84
2025-05-25 18:32:34,379 - INFO - Processed frame frame_0194.jpg: bucket, conf: 0.83
2025-05-25 18:32:34,816 - INFO - Processed frame frame_0198.jpg: bucket, conf: 0.67
2025-05-25 18:32:34,923 - INFO - Processed frame frame_0199.jpg: bucket, conf: 0.89
2025-05-25 18:32:35,568 - INFO - Processed frame frame_0205.jpg: bucket, conf: 0.84
2025-05-25 18:32:36,214 - INFO - Processed frame frame_0211.jpg: bucket, conf: 0.83
2025-05-25 18:32:36,765 - INFO - Processed frame frame_0216.jpg: bucket, conf: 0.88
2025-05-25 18:32:36,985 - INFO - Processed frame frame_0218.jpg: bucket, conf: 0.54
2025-05-25 18:32:37,759 - INFO - Processed frame frame_0225.jpg: bucket, conf: 0.68
2025-05-25 18:32:38,055 - INFO - Processed frame frame_0228.jpg: bucket, conf: 0.52
2025-05-25 18:32:39,233 - INFO - Processed frame frame_0239.jpg: bucket, conf: 0.85
2025-05-25 18:32:39,761 - INFO - Processed frame frame_0244.jpg: bucket, conf: 0.59
2025-05-25 18:32:40,080 - INFO - Processed frame frame_0247.jpg: bucket, conf: 0.76
2025-05-25 18:32:40,731 - INFO - Processed frame frame_0253.jpg: bucket, conf: 0.82
2025-05-25 18:32:40,838 - INFO - Processed frame frame_0254.jpg: bucket, conf: 0.58
2025-05-25 18:32:41,481 - INFO - Processed frame frame_0260.jpg: bucket, conf: 0.64
2025-05-25 18:32:42,027 - INFO - Processed frame frame_0265.jpg: bucket, conf: 0.89
2025-05-25 18:32:42,131 - INFO - Processed frame frame_0266.jpg: bucket, conf: 0.69
2025-05-25 18:32:43,443 - INFO - Processed frame frame_0278.jpg: bucket, conf: 0.65
2025-05-25 18:32:43,552 - INFO - Processed frame frame_0279.jpg: bucket, conf: 0.85
2025-05-25 18:32:43,660 - INFO - Processed frame frame_0280.jpg: bucket, conf: 0.58
2025-05-25 18:32:43,984 - INFO - Processed frame frame_0283.jpg: bucket, conf: 0.75
2025-05-25 18:32:44,094 - INFO - Processed frame frame_0284.jpg: bucket, conf: 0.76
2025-05-25 18:32:44,207 - INFO - Processed frame frame_0285.jpg: bucket, conf: 0.88
2025-05-25 18:32:44,428 - INFO - Processed frame frame_0287.jpg: bucket, conf: 0.67
2025-05-25 18:32:44,540 - INFO - Processed frame frame_0288.jpg: bucket, conf: 0.78
2025-05-25 18:32:44,651 - INFO - Processed frame frame_0289.jpg: bucket, conf: 0.83
2025-05-25 18:32:44,760 - INFO - Processed frame frame_0290.jpg: bucket, conf: 0.76
2025-05-25 18:32:44,975 - INFO - Processed frame frame_0292.jpg: bucket, conf: 0.89
2025-05-25 18:32:45,087 - INFO - Processed frame frame_0293.jpg: bucket, conf: 0.76
2025-05-25 18:32:45,194 - INFO - Processed frame frame_0294.jpg: bucket, conf: 0.81
2025-05-25 18:32:45,530 - INFO - Processed frame frame_0297.jpg: bucket, conf: 0.66
2025-05-25 18:32:45,641 - INFO - Processed frame frame_0298.jpg: bucket, conf: 0.50
2025-05-25 18:32:45,751 - INFO - Processed frame frame_0299.jpg: bucket, conf: 0.61
2025-05-25 18:32:45,860 - INFO - Processed frame frame_0300.jpg: bucket, conf: 0.79
2025-05-25 18:32:47,057 - INFO - Processed frame frame_0311.jpg: bucket, conf: 0.55
2025-05-25 18:32:47,716 - INFO - Processed frame frame_0317.jpg: bucket, conf: 0.57
2025-05-25 18:32:47,826 - INFO - Processed frame frame_0318.jpg: bucket, conf: 0.81
2025-05-25 18:32:48,694 - INFO - Processed frame frame_0326.jpg: bucket, conf: 0.66
2025-05-25 18:32:49,021 - INFO - Processed frame frame_0329.jpg: bucket, conf: 0.81
2025-05-25 18:32:49,128 - INFO - Processed frame frame_0330.jpg: bucket, conf: 0.85
2025-05-25 18:32:49,565 - INFO - Processed frame frame_0334.jpg: bucket, conf: 0.66
2025-05-25 18:32:50,108 - INFO - Processed frame frame_0339.jpg: bucket, conf: 0.84
2025-05-25 18:32:50,647 - INFO - Processed frame frame_0344.jpg: bucket, conf: 0.76
2025-05-25 18:32:51,733 - INFO - Processed frame frame_0354.jpg: bucket, conf: 0.68
2025-05-25 18:32:53,017 - INFO - Processed frame frame_0366.jpg: bucket, conf: 0.88
2025-05-25 18:32:53,791 - INFO - Processed frame frame_0373.jpg: bucket, conf: 0.67
2025-05-25 18:32:53,902 - INFO - Processed frame frame_0374.jpg: bucket, conf: 0.54
2025-05-25 18:32:54,012 - INFO - Processed frame frame_0375.jpg: bucket, conf: 0.71
2025-05-25 18:32:54,123 - INFO - Processed frame frame_0376.jpg: bucket, conf: 0.84
2025-05-25 18:32:54,233 - INFO - Processed frame frame_0377.jpg: bucket, conf: 0.62
2025-05-25 18:32:54,343 - INFO - Processed frame frame_0378.jpg: bucket, conf: 0.69
2025-05-25 18:32:54,449 - INFO - Processed frame frame_0379.jpg: bucket, conf: 0.84
2025-05-25 18:32:54,555 - INFO - Processed frame frame_0380.jpg: bucket, conf: 0.79
2025-05-25 18:32:54,881 - INFO - Processed frame frame_0383.jpg: bucket, conf: 0.85
2025-05-25 18:32:54,985 - INFO - Processed frame frame_0384.jpg: bucket, conf: 0.80
2025-05-25 18:32:55,098 - INFO - Processed frame frame_0385.jpg: bucket, conf: 0.83
2025-05-25 18:32:55,324 - INFO - Processed frame frame_0387.jpg: bucket, conf: 0.88
2025-05-25 18:32:55,435 - INFO - Processed frame frame_0388.jpg: bucket, conf: 0.79
2025-05-25 18:32:55,544 - INFO - Processed frame frame_0389.jpg: bucket, conf: 0.87
2025-05-25 18:32:55,765 - INFO - Processed frame frame_0391.jpg: bucket, conf: 0.55
2025-05-25 18:32:55,874 - INFO - Processed frame frame_0392.jpg: bucket, conf: 0.62
2025-05-25 18:32:55,981 - INFO - Processed frame frame_0393.jpg: bucket, conf: 0.76
2025-05-25 18:32:55,982 - INFO - Processed frame frame_0393.jpg: bucket, conf: 0.64
2025-05-25 18:32:56,300 - INFO - Processed frame frame_0396.jpg: bucket, conf: 0.85
2025-05-25 18:32:56,413 - INFO - Processed frame frame_0397.jpg: bucket, conf: 0.87
2025-05-25 18:32:56,520 - INFO - Processed frame frame_0398.jpg: bucket, conf: 0.84
2025-05-25 18:32:56,630 - INFO - Processed frame frame_0399.jpg: bucket, conf: 0.86
2025-05-25 18:32:56,741 - INFO - Processed frame frame_0400.jpg: bucket, conf: 0.54
2025-05-25 18:32:57,075 - INFO - Processed frame frame_0403.jpg: bucket, conf: 0.76
2025-05-25 18:32:57,395 - INFO - Processed frame frame_0406.jpg: bucket, conf: 0.77
2025-05-25 18:32:57,506 - INFO - Processed frame frame_0407.jpg: bucket, conf: 0.84
2025-05-25 18:32:57,617 - INFO - Processed frame frame_0408.jpg: bucket, conf: 0.82
2025-05-25 18:32:58,495 - INFO - Processed frame frame_0416.jpg: bucket, conf: 0.79
2025-05-25 18:32:58,732 - INFO - Processed frame frame_0418.jpg: bucket, conf: 0.69
2025-05-25 18:32:58,840 - INFO - Processed frame frame_0419.jpg: bucket, conf: 0.79
2025-05-25 18:32:58,951 - INFO - Processed frame frame_0420.jpg: bucket, conf: 0.79
2025-05-25 18:32:59,059 - INFO - Processed frame frame_0421.jpg: bucket, conf: 0.55
2025-05-25 18:32:59,502 - INFO - Processed frame frame_0425.jpg: bucket, conf: 0.67
2025-05-25 18:32:59,835 - INFO - Processed frame frame_0428.jpg: bucket, conf: 0.52
2025-05-25 18:32:59,945 - INFO - Processed frame frame_0429.jpg: bucket, conf: 0.80
2025-05-25 18:33:00,057 - INFO - Processed frame frame_0430.jpg: bucket, conf: 0.67
2025-05-25 18:33:00,279 - INFO - Processed frame frame_0432.jpg: bucket, conf: 0.74
2025-05-25 18:33:00,390 - INFO - Processed frame frame_0433.jpg: bucket, conf: 0.85
2025-05-25 18:33:00,608 - INFO - Processed frame frame_0435.jpg: bucket, conf: 0.83
2025-05-25 18:33:01,154 - INFO - Processed frame frame_0440.jpg: bucket, conf: 0.78
2025-05-25 18:33:01,261 - INFO - Processed frame frame_0441.jpg: bucket, conf: 0.77
2025-05-25 18:33:01,372 - INFO - Processed frame frame_0442.jpg: bucket, conf: 0.89
2025-05-25 18:33:01,482 - INFO - Processed frame frame_0443.jpg: bucket, conf: 0.86
2025-05-25 18:33:01,593 - INFO - Processed frame frame_0444.jpg: bucket, conf: 0.88
2025-05-25 18:33:01,703 - INFO - Processed frame frame_0445.jpg: bucket, conf: 0.80
2025-05-25 18:33:01,811 - INFO - Processed frame frame_0446.jpg: bucket, conf: 0.88
2025-05-25 18:33:01,920 - INFO - Processed frame frame_0447.jpg: bucket, conf: 0.77
2025-05-25 18:33:02,031 - INFO - Processed frame frame_0448.jpg: bucket, conf: 0.89
2025-05-25 18:33:02,143 - INFO - Processed frame frame_0449.jpg: bucket, conf: 0.81
2025-05-25 18:33:02,366 - INFO - Processed frame frame_0451.jpg: bucket, conf: 0.86
2025-05-25 18:33:03,017 - INFO - Processed frame frame_0457.jpg: bucket, conf: 0.67
2025-05-25 18:33:03,128 - INFO - Processed frame frame_0458.jpg: bucket, conf: 0.85
2025-05-25 18:33:03,237 - INFO - Processed frame frame_0459.jpg: bucket, conf: 0.78
2025-05-25 18:33:03,566 - INFO - Processed frame frame_0462.jpg: bucket, conf: 0.61
2025-05-25 18:33:03,677 - INFO - Processed frame frame_0463.jpg: bucket, conf: 0.52
2025-05-25 18:33:03,912 - INFO - Processed frame frame_0465.jpg: bucket, conf: 0.66
2025-05-25 18:33:04,240 - INFO - Processed frame frame_0468.jpg: bucket, conf: 0.70
2025-05-25 18:33:04,462 - INFO - Processed frame frame_0470.jpg: bucket, conf: 0.77
2025-05-25 18:33:04,570 - INFO - Processed frame frame_0471.jpg: bucket, conf: 0.78
2025-05-25 18:33:05,003 - INFO - Processed frame frame_0475.jpg: bucket, conf: 0.86
2025-05-25 18:33:05,117 - INFO - Processed frame frame_0476.jpg: bucket, conf: 0.85
2025-05-25 18:33:05,229 - INFO - Processed frame frame_0477.jpg: bucket, conf: 0.68
2025-05-25 18:33:05,777 - INFO - Processed frame frame_0482.jpg: bucket, conf: 0.73
2025-05-25 18:33:05,885 - INFO - Processed frame frame_0483.jpg: bucket, conf: 0.52
2025-05-25 18:33:06,213 - INFO - Processed frame frame_0486.jpg: bucket, conf: 0.81
2025-05-25 18:33:06,316 - INFO - Processed frame frame_0487.jpg: bucket, conf: 0.80
2025-05-25 18:33:06,532 - INFO - Processed frame frame_0489.jpg: bucket, conf: 0.84
2025-05-25 18:33:06,860 - INFO - Processed frame frame_0492.jpg: bucket, conf: 0.81
2025-05-25 18:33:06,974 - INFO - Processed frame frame_0493.jpg: bucket, conf: 0.83
2025-05-25 18:33:07,195 - INFO - Processed frame frame_0495.jpg: bucket, conf: 0.72
2025-05-25 18:33:07,412 - INFO - Processed frame frame_0497.jpg: bucket, conf: 0.66
2025-05-25 18:33:07,525 - INFO - Processed frame frame_0498.jpg: bucket, conf: 0.75
2025-05-25 18:33:07,639 - INFO - Processed frame frame_0499.jpg: bucket, conf: 0.89
2025-05-25 18:33:07,750 - INFO - Processed frame frame_0500.jpg: bucket, conf: 0.91
2025-05-25 18:33:07,857 - INFO - Processed frame frame_0501.jpg: bucket, conf: 0.89
2025-05-25 18:33:07,963 - INFO - Processed frame frame_0502.jpg: bucket, conf: 0.89
2025-05-25 18:33:08,076 - INFO - Processed frame frame_0503.jpg: bucket, conf: 0.88
2025-05-25 18:33:09,280 - INFO - Processed frame frame_0514.jpg: bucket, conf: 0.59
2025-05-25 18:33:09,389 - INFO - Processed frame frame_0515.jpg: bucket, conf: 0.70
2025-05-25 18:33:09,495 - INFO - Processed frame frame_0516.jpg: bucket, conf: 0.71
2025-05-25 18:33:09,717 - INFO - Processed frame frame_0518.jpg: bucket, conf: 0.54
2025-05-25 18:33:10,477 - INFO - Processed frame frame_0525.jpg: bucket, conf: 0.84
2025-05-25 18:33:10,587 - INFO - Processed frame frame_0526.jpg: bucket, conf: 0.89
2025-05-25 18:33:10,907 - INFO - Processed frame frame_0529.jpg: bucket, conf: 0.91
2025-05-25 18:33:11,019 - INFO - Processed frame frame_0530.jpg: bucket, conf: 0.91
2025-05-25 18:33:11,124 - INFO - Processed frame frame_0531.jpg: bucket, conf: 0.90
2025-05-25 18:33:11,232 - INFO - Processed frame frame_0532.jpg: bucket, conf: 0.91
2025-05-25 18:33:11,775 - INFO - Processed frame frame_0537.jpg: bucket, conf: 0.81
2025-05-25 18:33:11,775 - INFO - Processed frame frame_0537.jpg: bucket, conf: 0.77
2025-05-25 18:33:11,883 - INFO - Processed frame frame_0538.jpg: bucket, conf: 0.90
2025-05-25 18:33:11,884 - INFO - Processed frame frame_0538.jpg: bucket, conf: 0.80
2025-05-25 18:33:11,998 - INFO - Processed frame frame_0539.jpg: bucket, conf: 0.86
2025-05-25 18:33:12,107 - INFO - Processed frame frame_0540.jpg: bucket, conf: 0.67
2025-05-25 18:33:15,192 - INFO - Processed frame frame_0568.jpg: bucket, conf: 0.74
2025-05-25 18:33:15,952 - INFO - Processed frame frame_0575.jpg: bucket, conf: 0.77
2025-05-25 18:33:16,166 - INFO - Processed frame frame_0577.jpg: bucket, conf: 0.77
2025-05-25 18:33:16,824 - INFO - Processed frame frame_0583.jpg: bucket, conf: 0.54
2025-05-25 18:33:16,933 - INFO - Processed frame frame_0584.jpg: bucket, conf: 0.71
2025-05-25 18:33:17,047 - INFO - Processed frame frame_0585.jpg: bucket, conf: 0.61
2025-05-25 18:33:19,844 - INFO - Processed frame frame_0611.jpg: bucket, conf: 0.54
2025-05-25 18:33:22,266 - INFO - Processed frame frame_0633.jpg: bucket, conf: 0.86
2025-05-25 18:33:24,860 - INFO - Processed frame frame_0657.jpg: bucket, conf: 0.65
2025-05-25 18:33:26,167 - INFO - Processed frame frame_0669.jpg: bucket, conf: 0.68
2025-05-25 18:33:26,492 - INFO - Processed frame frame_0672.jpg: bucket, conf: 0.51
2025-05-25 18:33:26,837 - INFO - Processed frame frame_0675.jpg: bucket, conf: 0.81
2025-05-25 18:33:28,451 - INFO - Processed frame frame_0690.jpg: bucket, conf: 0.51
2025-05-25 18:33:28,559 - INFO - Processed frame frame_0691.jpg: bucket, conf: 0.82
2025-05-25 18:33:28,671 - INFO - Processed frame frame_0692.jpg: bucket, conf: 0.85
2025-05-25 18:33:28,781 - INFO - Processed frame frame_0693.jpg: bucket, conf: 0.87
2025-05-25 18:33:28,893 - INFO - Processed frame frame_0694.jpg: bucket, conf: 0.87
2025-05-25 18:33:29,112 - INFO - Processed frame frame_0696.jpg: bucket, conf: 0.71
2025-05-25 18:33:29,224 - INFO - Processed frame frame_0697.jpg: bucket, conf: 0.72
2025-05-25 18:33:29,330 - INFO - Processed frame frame_0698.jpg: bucket, conf: 0.78
2025-05-25 18:33:29,438 - INFO - Processed frame frame_0699.jpg: bucket, conf: 0.88
2025-05-25 18:33:29,983 - INFO - Processed frame frame_0704.jpg: bucket, conf: 0.86
2025-05-25 18:33:30,431 - INFO - Processed frame frame_0708.jpg: bucket, conf: 0.82
2025-05-25 18:33:30,654 - INFO - Processed frame frame_0710.jpg: bucket, conf: 0.57
2025-05-25 18:33:31,086 - INFO - Processed frame frame_0714.jpg: bucket, conf: 0.71
2025-05-25 18:33:31,962 - INFO - Processed frame frame_0722.jpg: bucket, conf: 0.55
2025-05-25 18:33:32,073 - INFO - Processed frame frame_0723.jpg: bucket, conf: 0.81
2025-05-25 18:33:32,526 - INFO - Processed frame frame_0727.jpg: bucket, conf: 0.82
2025-05-25 18:33:33,833 - INFO - Processed frame frame_0739.jpg: bucket, conf: 0.67
2025-05-25 18:33:34,799 - INFO - Processed frame frame_0748.jpg: bucket, conf: 0.87
2025-05-25 18:33:37,382 - INFO - Processed frame frame_0772.jpg: bucket, conf: 0.75
2025-05-25 18:33:37,710 - INFO - Processed frame frame_0775.jpg: bucket, conf: 0.82
2025-05-25 18:33:38,039 - INFO - Processed frame frame_0778.jpg: bucket, conf: 0.63
2025-05-25 18:33:39,574 - INFO - Processed frame frame_0792.jpg: bucket, conf: 0.85
2025-05-25 18:33:39,683 - INFO - Processed frame frame_0793.jpg: bucket, conf: 0.84
2025-05-25 18:33:40,640 - INFO - Processed frame frame_0802.jpg: bucket, conf: 0.54
2025-05-25 18:33:40,861 - INFO - Processed frame frame_0804.jpg: bucket, conf: 0.52
2025-05-25 18:33:46,090 - INFO - Processed frame frame_0852.jpg: bucket, conf: 0.79
2025-05-25 18:33:46,202 - INFO - Processed frame frame_0853.jpg: bucket, conf: 0.54
2025-05-25 18:33:48,803 - INFO - Processed frame frame_0877.jpg: bucket, conf: 0.85
2025-05-25 18:33:52,052 - INFO - Video processing completed
